id,codigo_e,nombre_limpio,pubchem_cid,pubchem_synonyms
en:e520,E520,Aluminium sulphate,,
en:e493,E493,Sorbitan monolaurate,347468.0,"16287-68-6|[2-(3,4-dihydroxyoxolan-2-yl)-2-hydroxyethyl] dodecanoate|Span 20|Sorbitan laurate (INN)|Sorbitan monolaurate (NF)"
en:e318,E318,Calcium erythorbin,,
en:e486,E486,Calcium stearoyl fumarate,,
en:e414a,E414A,E414a food additive,,
en:e100,E100,Curcumin,969516.0,curcumin|458-37-7|Diferuloylmethane|Natural yellow 3|Kacha haldi
en:e954,E954,saccharin and its salts,5143.0,saccharin|81-07-2|o-Benzoic sulfimide|o-Sulfobenzimide|Saccharine
en:e472b,E472B,Lactic acid esters of mono- and diglycerides of fatty acids,,
en:e172iii,E172III,Yellow iron oxide,,
en:e391,E391,Phytic acid,890.0,"Phytate|(2,3,4,5,6-pentaphosphonooxycyclohexyl) dihydrogen phosphate|Inositol 1,2,3,4,5,6-hexakisphosphate|RefChem:929237|Phytic acid"
en:e300,E300,Ascorbic acid,54670067.0,l-ascorbic acid|ascorbic acid|vitamin C|50-81-7|L(+)-Ascorbic acid
en:e161c,E161C,Cryptoaxanthin,,
en:e959,E959,Neohesperidine dihydrochalcone,4453.0,"Neosperidin dihydrochalcone|3,5-dihydroxy-4-[3-(3-hydroxy-4-methoxyphenyl)propanoyl]phenyl 2-O-(6-deoxyhexopyranosyl)hexopyranoside|C28H36O15|E959|NHDHC"
en:e1413,E1413,Phosphated distarch phosphate,,
en:e209,E209,Heptylparaben,132542931.0,"CHEMBL4288940|E209|GTPL10465|BDBM50589165|1-[2-(4-{dispiro[adamantane-2,2'-[1,3,4,6]tetraoxane-5',1''-cyclohexan]-4''-yl}phenoxy)ethyl]-4-fluoropiperidine"
en:e331i,E331I,Monosodium citrate,,
